이름,주소
대전 문화 스카이,대전광역시 중구 중앙로16번길 28
광주 첨단 돔호텔,광주광역시 광산구 임방울대로 801번길 35-6
아산 마리 호텔,충청남도 아산시 순천향로 762 (장존동)
양평 NOT A HOTEL(나더호텔),경기도 양평군 용문면 금곡길 144
부산 대연동 르이데아,부산광역시 남구 유엔평화로 35
오산 수필,경기도 오산시 가장로 595-67
여수 하이,전라남도 여수시 여문문화2길 84
성남 까사 호텔,경기도 성남시 중원구 제일로74번길 7 (성남동)
순천 필,전라남도 순천시 장선배기1길 6-16
시흥 월드 호텔,경기도 시흥시 평안상가5길 7-3
음성 나비,충청북도 음성군 금왕읍 천평길 2-1
부천(역곡) 쥬쥬,경기도 부천시 역곡로1번길 20 (역곡동)
천안 텐호텔,충청남도 천안시 서북구 성거읍 성진로 584
김해 어방동 웰킨,경상남도 김해시 분성로517번길 6-17
광주 상무 호텔 수(HOTEL SU),광주광역시 서구 상무번영로 49-3
인천(구월동) 느낌호텔,인천 남동구 선수촌공원로23번길 10-11 (구월동)
보령(대천) 힐링,충청남도 보령시 대해로 885
울산 영남알프스 인투(INTO),울산광역시 울주군 상북면 알프스온천3길 43
예천 비앤비 호텔,경상북도 예천군 예천읍 효자로 119
서귀포(성산) 스테이 인 성산호텔,제주특별자치도 서귀포시 성산읍 신고로 11
속초 길손 게스트하우스,강원도 속초시 학사평2길 85
김포 벨루치 드라이브인 무인텔,경기 김포시 하성면 금포로1915번길 27
광주 송정역 호텔 더솔,광주광역시 광산구 어등대로 711
포천(송우리) 하비비,경기도 포천시 소흘읍 솔모루로58번길 14-1
수원(인계동) 지오,경기도 수원시 팔달구 인계로108번길 27-16 (인계동)
삼성 디 에이스,서울특별시 강남구 테헤란로77길 11-5 (삼성동)
문경 아리랑 호텔,경상북도 문경시 문경읍 온천강변2길 38
대전 유성 자우리 호텔 도안점,대전광역시 유성구 계룡로 157
화정 YAJA 화정역점,경기 고양시 덕양구 화신로272번길 34 (화정동)
상주 비앤비 호텔,경상북도 상주시 무양2길 16-9
구리 YAM 구리수택점,경기 구리시 안골로 95-7 (수택동)
여수 지인 호스텔,전라남도 여수시 돌산읍 강남2길 42-2
천호 테마,서울특별시 강동구 올림픽로 677 (천호동)
여주 에코,경기 여주시 주내로 66
여주 세븐,경기도 여주시 주내로 48-10 (상동)
대구 북부정류장 호텔 오늘 드라이브인,대구 서구 서대구로63안길 13 (비산동)
양산 북부동 G,경상남도 양산시 북안북1길 5 (북부동)
종로 YAJA 종로점,서울 종로구 수표로28길 9-1 (낙원동)
청주 호텔 블랑,충청북도 청주시 서원구 1순환로 639
부산 온천장 킹,부산 동래구 금강로124번길 23-13 (온천동)
대구 동천동 호텔A4,대구광역시 북구 동천로23길 30-9
춘천 어베인,강원도 춘천시 우묵길 81 (퇴계동)
대구 두류 일월,대구 달서구 야외음악당로 221 (두류동)
부산 남포동 MU,부산 중구 대청로126번길 36 (동광동2가)
울산 일산 타임,울산광역시 동구 해수욕장6길 22
왕십리 FORESTAR (포레스타),서울 성동구 무학로2길 51 (도선동)
포천 레인보우,경기도 포천시 소흘읍 광릉수목원로 814-1
춘천 로하스 게스트하우스,강원도 춘천시 서면 툇골길 7
공주 아인하우스 1호점,충남 공주시 웅진로 151-5
신림 URBAN HOTEL&GOLF (호텔어반),서울특별시 관악구 난곡로64길 5
대구 동대구역 로얄,대구광역시 동구 효신로5길 111
안동 올인,경북 안동시 강남14길 56 (정상동)
대치 컬리넌,서울특별시 강남구 테헤란로78길 14-16
종로 미담 한옥스테이,서울특별시 종로구 북촌로6길 25-6
여수 스페이스 게스트하우스,전라남도 여수시 성산1길 31
목포 호텔 시월애 (평화광장),전남 목포시 원형동로 50 (상동)
부산 온천장 YOU아인,부산 금정구 온천장로125번길 28-12 (장전동)
천안 스타 무인텔,충청남도 천안시 동남구 성남면 종합휴양지2길 135
대구 팔공산 맥섬석 유스호스텔,대구광역시 동구 갓바위로 223-35
시흥 부티크 호텔 T,경기도 시흥시 옥구상가4길 8-2 (정왕동)
북촌 공심가 한옥스테이,서울 종로구 율곡로1길 46
대구 동대구역 호텔 피에드 동대구,대구광역시 동구 신암남로 92
예천 K 무인텔,경상북도 예천군 감천면 충효로 1064
창원 명서동 YO(요),경남 창원시 의창구 창이대로107번길 8 (명서동)
완주 거기 무인텔 1,전라북도 완주군 이서면 콩쥐팥쥐로 984-31
인천(간석동) 필,인천광역시 남동구 경인로 622
부안 격포 JAZZ 무인텔&펜션,전라북도 부안군 변산면 종암길 23
강릉 하이모텔,강원도 강릉시 동부시장길 39 (옥천동)
창녕 남지 러브홀릭,경상남도 창녕군 남지읍 남지중앙1길 59-6
강릉(사천) 꿈의궁전,강원도 강릉시 사천면 방동길 43
부천 돈키호텔2,경기도 부천시 부천로6번길 58(심곡동)
가평(청평) M 모텔,경기도 가평군 청평면 경춘로 662
청주 브라운도트 청주터미널점(알마호텔),충청북도 청주시 흥덕구 풍년로193번길 14 (가경동)
개포 호텔데님 (DENIM),서울특별시 강남구 논현로 66 (개포동)
전주 우아동 소울,전라북도 전주시 덕진구 아중4길 14-9
남양주 호텔 하비비 무인,경기도 남양주시 진접읍 해밀예당1로 50-38
김해 어방동 V,경상남도 김해시 김해대로2529번길 72-9
강릉 경포대 에이제이 호텔,강원도 강릉시 경포로475번길 42 (안현동)
서울 한스하우스,서울 종로구 자하문로1다길 20
창원 상남동 썸(SOME),경상남도 창원시 성산구 마디미로27번길 14 (상남동)
김해 어방동 호텔 더메이,경상남도 김해시 활천로255번길 41-12 (어방동)
서울 우 게스트하우스,서울특별시 종로구 삼청로 22 5층
분당(서현) 쁠랑,경기 성남시 분당구 분당로53번길 19 (서현동)
홍대 버즈네스트 호스텔,서울특별시 마포구 연남로3길 18
익산 자자 호텔,전라북도 익산시 인북로4길 50 (인화동2가)
부안 보보스,전라북도 부안군 진서면 곰소윗길 77-15
익산 파라오,전라북도 익산시 배산로6길 22 (송학동)
광주 상무 궁,광주광역시 서구 상무평화로 132 (치평동)
대전 중리 썸,대전광역시 대덕구 중리로7번길 6-23 (중리동)
양양 낙산 청해,강원도 양양군 양양읍 서원길 8
양평 렉시,경기도 양평군 청운면 정지골길 1
완주 칸 드라이브인 무인텔(KAN),전라북도 완주군 이서면 콩쥐팥쥐로 968-17
함평 힐탑,전라남도 함평군 해보면 밀재로 1147-5
사천(삼천포) 투인원,경상남도 사천시 팔포1길 29 (서금동)
영천 더자,경상북도 영천시 청통면 은해사로 14-8
철원 파레스,강원도 철원군 동송읍 태봉로 1824
칠곡 팔공산 예이제,경상북도 칠곡군 동명면 기성5길 59
무안 남악 오늘호텔,전라남도 무안군 삼향읍 오룡1길 42-34
익산 소풍,전라북도 익산시 인북로4길 7 (인화동1가)
예천 파라다이스 호텔,경상북도 예천군 예천읍 효자로 114 (파라다이스호텔)
대구 동천동 호텔 벤 (hotel BEN),대구광역시 북구 동천로 24길 17-15
부산 하단 파라다이스,부산광역시 사하구 낙동남로1423번길 40 (하단동)
해운대 캔버스 호스텔,부산광역시 해운대구 해운대해변로197번길 13
안산 호텔 J,경기 안산시 단원구 고잔1길 45 (고잔동)
천안 하루,충청남도 천안시 서북구 성정공원4길 22
사천(삼천포) 꿀단지 무인텔,경상남도 사천시 동금2길 12-11
부산 동래 369,부산광역시 동래구 명륜로94번길 43-17
부산 동래 G&G,부산광역시 동래구 명륜로112번가길 16 (명륜동)
세종 로얄,세종특별자치시 조치원읍 안터1길 1
천안 감성무인호텔 온화 어반트디자인,충남 천안시 서북구 양지9길 14
울진 예스,경북 울진군 북면 부구2길 2-13
부산 사상 프리미엄 아바,부산 사상구 새벽로223번길 26 (괘법동)
순천 E,전라남도 순천시 연향상가2길 4
김천 호텔 바바,경상북도 김천시 김천로 6
24게스트하우스 잠실점,서울시 송파구 백제고분로 22길 5
부산 송정 젬,부산광역시 해운대구 송정중앙로39번길 20
영덕 강구항 명품,경상북도 영덕군 강구면 영덕대게로 33
군산 벤틀리,전라북도 군산시 부곡1길 61 (나운동)
거창 M 무인텔,경상남도 거창군 가조면 온천길 36
광주 중흥동 호텔 와,광주광역시 북구 경열로 270-5
남원 헤라,전라북도 남원시 충정로 220-8 (도통동)
사천 BEE 드라이브인 무인텔,경상남도 사천시 곤양면 검정2길 32-18
코오롱 씨클라우드호텔,부산광역시 해운대구 해운대해변로 287
호텔 농심,부산광역시 동래구 금강공원로20번길 23
호텔 그라모스,서울특별시 강남구 테헤란로33길 6-5
아미드 호텔 서울,서울특별시 종로구 인사동5길 38
어반 부티크 호텔,경기도 안양시 동안구 흥안대로 497
스탠포드 호텔 서울,서울특별시 마포구 월드컵북로58길 15
베스트웨스턴 프리미어 강남,서울특별시 강남구 봉은사로 139
호텔 호메르스 광안리,부산광역시 수영구 광안해변로 217
호텔 마누,서울특별시 중구 퇴계로 19
라마다 서울 동대문,서울특별시 중구 동호로 354
더 호텔 영종,인천광역시 중구 영종대로 114
호텔 더 디자이너스 홍대,서울특별시 마포구 양화로 86
해운대 선셋 호텔,부산광역시 해운대구 구남로 46
나인트리 호텔 명동,서울특별시 중구 명동10길 51
코리아나 호텔,서울특별시 중구 세종대로 135
파로스 호텔,서울특별시 송파구 올림픽로10길 5
호텔 휴 에어포트 인천,인천광역시 중구 공항로424번길 60
프린스 호텔 명동,서울특별시 중구 퇴계로 130
해운대 센텀 호텔,부산광역시 해운대구 센텀3로 20
오라카이 송도파크 호텔,인천광역시 연수구 테크노파크로 151
호텔 선샤인 서울,서울특별시 강남구 도산대로 205
프로비스타 호텔,서울특별시 서초구 서초대로 338
오션 스위츠 제주 호텔,제주특별자치도 제주시 탑동해안로 74
호텔 아쿠아 펠리스,부산광역시 수영구 광안해변로 225
강남아르누보씨티 호텔,서울특별시 서초구 서초대로74길 49
호텔 삼정 강남,서울특별시 강남구 봉은사로 150
호텔 피제이 명동,서울특별시 중구 마른내로 71
용산 HOTEL E-CUBE,서울특별시 용산구 한강대로71길 24
SR 호텔 사당점,서울특별시 동작구 동작대로1길 15
골든서울 호텔,서울특별시 강서구 공항대로 663
호텔 락희 대전,대전광역시 서구 대덕대로220번길 23
해밀톤 호텔,서울특별시 용산구 이태원로 179
인터컨티넨탈 알펜시아 평창,강원도 평창군 대관령면 솔봉로 325
홀리데이 인 리조트 알펜시아 평창,강원도 평창군 대관령면 솔봉로 325
메이힐스 리조트,강원도 정선군 고한읍 물한리길 8
호텔 컬리넌 종로,서울특별시 종로구 수표로26길 6
베스트 루이스 해밀턴 해운대,부산광역시 해운대구 해운대해변로209번가길 8
히든베이 호텔,전라남도 여수시 신월로 496-25
경주 지지호텔,경상북도 경주시 태종로699번길 3
동해보양온천 컨벤션 호텔,강원도 동해시 동해대로 6281
남한강 썬밸리 호텔,경기도 여주시 강변유원지길 45
켄싱턴호텔 평창,강원도 평창군 진부면 진고개로 231
부산 라메르 호텔,부산광역시 동구 조방로34번길 9
호텔 더 디자이너스 종로,서울특별시 종로구 수표로 89-8
베스트웨스턴 군산,전라북도 군산시 새만금북로 435(오식도동)
라이프스타일 F 호텔,서울특별시 영등포구 경인로108길 8
더클래스 300 호텔 & 리조트,강원도 속초시 동해대로 3915
레지던스 머뭄 호텔,부산광역시 부산진구 동천로107번길 12-16
이비스 앰배서더 인사동,서울특별시 종로구 삼일대로30길 31
호텔 컬리넌 왕십리,서울특별시 성동구 무학로2길 47
이비스 앰배서더 명동,서울특별시 중구 남대문로 78
메종 글래드 제주,제주특별자치도 제주시 노연로 80
라이프스타일 S 호텔,서울특별시 강서구 곰달래로 108
베니키아 아리울 호텔,전라북도 군산시 가도안1길 45
호텔 인터불고 원주,강원도 원주시 동부순환로 200
나이아가라 호텔,서울특별시 강서구 양천로 743
베니키아 스위스로젠호텔 경주,경상북도 경주시 보문로 465-37
더 리버사이드 호텔,서울특별시 서초구 강남대로107길 6
하이캐슬리조트,강원도 정선군 사북읍 하이원길 202
JB 디자인 호텔,부산광역시 해운대구 구남로12번길 31
호텔 로프트 서울,서울특별시 영등포구 선유동2로 72
프레이저 플레이스 남대문 서울,서울특별시 중구 세종대로 58
타워힐 호텔,부산광역시 중구 백산길 20
MS 호텔 해운대,부산광역시 해운대구 해운대해변로 271
굿모닝 레지던스호텔 휴,대전광역시 서구 둔산로73번길 21
써미트 호텔 동대문,서울특별시 중구 장충단로 198
이비스 스타일 앰배서더 강남,서울특별시 강남구 삼성로 431
코모도호텔 부산,부산광역시 중구 중구로 151
25h Hotel 2 범천점,부산광역시 부산진구 황령대로7번길 6
스위스 그랜드 호텔,서울특별시 서대문구 연희로 353
나르샤 관광호텔,전라남도 여수시 시청서6길 3
